mse_rand,mae_rand,dens_rand,spec_rad_rand,av_in_degree_rand,av_out_degree_rand,clustering_coeff_rand,av_betweenness_rand
1.8083277118910277e-05,0.002370029312773892,0.7401,0.9,74.01,74.01,0.7471788402614682,0.002575757575757576
2.2110467499015188e-05,0.003204381600811138,0.1375,0.8999999999999992,13.75,13.75,0.1370588469986961,0.010064935064935065
1.6624992623430617e-05,0.0023513175248223933,0.2062,0.9000000000000015,20.62,20.62,0.20758495344374112,0.008178726035868894
1.511838916911847e-05,0.00202703071229348,0.6092,0.9000000000000005,60.92,60.92,0.6169330787811339,0.003924963924963925
2.1494085370617074e-05,0.002778618032065637,0.1133,0.9000000000000006,11.33,11.33,0.1171362394263634,0.011636775922490208
1.9045718210711398e-05,0.0024902144918990785,0.7383,0.8999999999999986,73.83,73.83,0.7459496011966864,0.002594310451453309
1.5054195945175155e-05,0.002044317502714488,0.233,0.9000000000000007,23.3,23.3,0.2363304302038691,0.007832405689548547
1.414280666107355e-05,0.0019078300283314634,0.1833,0.8999999999999999,18.33,18.33,0.18243129684425882,0.008594104308390022
3.07891742481091e-05,0.003459841291049365,0.6143,0.9000000000000009,61.43,61.43,0.6203871047901852,0.0038723974438260146
2.9457077562910775e-05,0.0034021202577862552,0.2196,0.9000000000000024,21.96,21.96,0.21851447870957255,0.007993197278911563
2.3662922592163075e-05,0.0030028086591280933,0.3502,0.8999999999999998,35.02,35.02,0.35167269859061007,0.006594516594516595
1.673309602756631e-05,0.0023113653636980336,0.4949,0.9000000000000008,49.49,49.49,0.500195639923227,0.0051030715316429595
2.1295860926142502e-05,0.002778681360916863,0.1858,0.8999999999999982,18.58,18.58,0.18631481340978667,0.008540507111935684
2.2482641441795654e-05,0.002854351597084111,0.3223,0.8999999999999994,32.23,32.23,0.3263812578000083,0.006882086167800453
2.090406057900421e-05,0.0027483412369977704,0.4667,0.9000000000000011,46.67,46.67,0.471842304524455,0.0053937332508761085
1.8356825110213093e-05,0.0025148726804054594,0.1384,0.9000000000000016,13.84,13.84,0.14473455231657506,0.009943310657596372
2.379564006118735e-05,0.0029309159879570526,0.7368,0.9000000000000011,73.68,73.68,0.744710701447424,0.002609771181199752
2.116799100257257e-05,0.002812739418907055,0.1853,0.8999999999999989,18.53,18.53,0.18767442532481482,0.00854978354978355
2.1383619078836028e-05,0.0029278426729720856,0.166,0.8999999999999987,16.6,16.6,0.16617119085188897,0.009007421150278295
2.078643120471262e-05,0.0027475627529590296,0.7143,0.8999999999999991,71.43,71.43,0.7218819012702243,0.0028416821273964123
2.192248152134141e-05,0.002624668488998049,0.1782,0.9000000000000001,17.82,17.82,0.1786231479859194,0.00873118944547516
2.5830432449381753e-05,0.0027606474578841613,0.3409,0.8999999999999988,34.09,34.09,0.3450769188249146,0.006690373118944547
1.9804591202057974e-05,0.0026802599418732933,0.4038,0.9000000000000005,40.38,40.38,0.4070714561447335,0.006042053184910329
1.544656638615973e-05,0.0021679873739926456,0.1731,0.9000000000000005,17.31,17.31,0.17586502239789373,0.00880849309420738
2.4131171157475335e-05,0.002924020104590007,0.6066,0.9000000000000006,60.66,60.66,0.6113440047385715,0.003951762523191096
